class,tweet
0,"RT @ItsJustJill: Obama Says He&#8217;s &#8220;Irritated&#8221; But &#8220;Does Not Feel Repudiated&#8221; After Losing Senate (Video) http://t.co/2U10aolKXG 
Awwwww...ho&#8230;"
0,"RT @ItsKayven: If your girlfriend is taller than you, it's her responsibility to take the trash out &amp; fight off anyone that breaks into you&#8230;"
1,RT @Its_Ms_Brenduh: Got kicked out of AA classes bc I laughed at a guy and called him a pussy for blacking out every time he drank.
1,RT @Ivan_splash: If you gotta talk shit about another nigga to get pussy you weaaak
0,"RT @J23app: Feb 2015
Jordan 4 Retro Remastered
""Oreo""
314254-003
http://t.co/NBOaxG1S19"
1,RT @JAYREIDOFFICIAL: Check out JOY and PAIN my nicca @Im_Yung_Jay #mme1636 #blackkingz https://t.co/EZuQc2KnYG
0,RT @JBilinovich: You may be redneck if you put steak seasoning on popcorn @weidie1211
0,RT @JC2theQ: Yanks walk off win &#128591;
0,RT @JFish13: Where has this been all year? But still #FireCashman #Yankees
1,RT @JHarmelink182: The fox says you're a cunt.
1,RT @JHazeThaGod: You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from
1,"RT @JMuggaaa: ""@TheKaosYatti: &#8220;@JMuggaaa: Not looking for love, one day it'll find me. Until then.....&#8221;Keep fuckin dese hoes&#128540; yolo""&#128553;&#128514; I ain&#8230;"
0,RT @JOEL9ONE: Thanks Carolina fans 4 the flipped birds+few bottles to the head. Sticks n stones may break my bones but aluminum zimas will &#8230;
1,"RT @JOHN_iKNO: ""Niggas talk more than bitches these days.."" #outdoorpoolparty today! http://t.co/e72IKjOFmG"
0,RT @JOscarJr: @paullemat Happy Birthday! Take a spin in that yellow coupe... #shutemdown http://t.co/xGy7gIGOn8
1,"RT @JRsBBQ: TV wrestling villains must lie, selectively be a coward, be a bully when they can, gain unfair advantages bitch &amp; moan, &amp; disre&#8230;"
0,"RT @JStac825: There's coon classic (R. Kelly, Usher) and then there's classic (Stevie Wonder, Prince). Not that there's anything wrong with&#8230;"
0,RT @JZolly23: Kickin trash cans on the golf cart #yeeyee @weidie1211 @mowder03 @JBilinovich @cmnw86
1,RT @J_Kwest: @HarveyWordman b in da pussy 2 mins like http://t.co/dnrCMkg5oo
1,RT @J_Kwest: @HarveyWordman is lupe fiascos retarded illegitimate son
0,"RT @JackBPR: Alec Baldwin mocks Harris-Perry: &#8216;If I cry, will I be forgiven all my transgressions?&#8217; http://t.co/9Oq5GTPmXx via @BizPacRevi&#8230;"
1,RT @JacksonBynum: You're an annoying cunt
1,RT @JaclynDeeter: Well maybe you're a whore you stupid ugly homeless bitch
1,RT @Jadelovescats: Cuddle with me and tell me I'm beautiful I'm a needy bitch
0,"RT @JakeEye3: after 4 hours and almost 8 pages i want to slit my wrists, but i guess ill just settle for sleep"
0,"RT @JakeG_BasedGod: ""Never go full retard"""
0,RT @Jakelewis44_: We don't luv deez hoes&#128527; http://t.co/oFjlxAO5SF
0,"RT @JamesOKeefeIII: Denver TV airs clip of digging through trash in ""Ghetto Aurora"" to put Black and Mexican ballots to ""good use.&#8221; http://&#8230;"
1,"RT @Jamilaahhh: These hoes be twerkin for Birkin, poppin coochie for Gucci, bustin wide for that Prada, Bendin over for Louis"
1,RT @JaredPhillis: All you do is fucking bitch.
0,"RT @JareerKassis: Charlie Rose: Can you coexist with Israel? Meshal: *Not* as occupiers. After that, national consensus will decide, not Ha&#8230;"
0,RT @JaworskiMeats: Winning Browns! #cle #clevelandfans #clevelandpride #clevelandbrowns #clevelandsports #browns #brownie&#8230; http://t.co/Gm4h&#8230;
1,"RT @JayMewes: This is how you eat pussy,repeat after me!!! https://t.co/8E0AqmIaL8"
1,RT @Jay_Tee92: &#8220;@armani_bliss: this ghetto jeopardy shit wack. &#128533;&#8221;
1,RT @Jaystuh72: &#8220;@187XO_: ' Not playen that side niggah shit with mine .&#8221;omm
1,RT @Jayy_Gee96: Dumb bitches
1,RT @JazzRiley: Can't put my trust in NO bitch
1,RT @JazzRiley: Can't trust none of these hoes
0,"RT @JeffDuncan_: JSU coach Omar Johnson: ""It's what u do against the ball. U throw it, hit it, catch it. Doesn't matter if the Yankees are &#8230;"
1,RT @JemapelleDalila: @yadirasarmiento I just wanna know when are we gonna go fuck shit up &amp; go fuck up bitches????? &#128514;&#128536;&#128521;
0,RT @JeneBramel: Clever. RT @LanceMcAlister: Watch Burfict make the hit and then mock officials by throwing a flag on himself. https://t.co/&#8230;
1,RT @Jenna_Garcia13: &#8220;@OfficialVondell: #MyGirlfriendNotAllowedTo have milkshakes.. let that hoe bring one boy to the yard.. and watch what &#8230;
1,RT @Jeremiah_337: Well bitch biology said RT @TEEJUSTYCE Who said 2 females can't make a baby together? That's all me. &#128106; http://t.co/5vEGg6&#8230;
1,RT @JeremyPlatt: Yah she was a hoe...
1,"RT @JessicaChasmar: Media Matters executive behind #StopRush campaign blogged about &#8216;trannies,&#8217; &#8216;homos&#8217; http://t.co/mje5KVl7rf http://t.co/&#8230;"
1,RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;
1,"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Bring it bitch http://t.co/g7Yq2cH9Uk"
0,"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Tiny Jihadi http://t.co/PDIKbrvCJ8"
1,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;"
1,"RT @JimNorton: . @WBCFredJr Was daddy still being an abusive rage-a-holic in hospice, or just making doody in his diapers like a good fag h&#8230;"
1,RT @JimNorton: There is a GIFT SHOP at the 9-11 museum? And they charge admission. It's a mass grave you fucking cunts. What a disgrace.
1,RT @JimmyCollinsss: @WesOrrJames all love my nig
0,"RT @Jimmy_Santander: ""Deme gallo pinto con carne asadita, madurito..y...una milca, amor"""
0,RT @Joan_Rivers: Charlie Sheen will star in a new sitcom as an anger management therapist. So what's next? Casey Anthony as the owner of ...
1,RT @JoeBudden: If I got hoes then I sure can&#8217;t find where I put them.. Lol
1,"RT @JoeBudden: Nigga can&#8217;t even feel up on a bitch in a pic without the girl u fuckin getting mad, smh"
1,RT @JoeBudden: She&#8217;s not a hoe cuz she&#8217;s not attainable to u bro.
1,RT @JoeBudden: Women all over America are overstating the value of pussy.
1,"RT @JoeBudden: Young, attractive, successful, supportive, faithful man w his own everything..u think bringing solely pussy to the table is &#8230;"
0,RT @JoeyG_145: Downloaded flappy bird 5 minutes ago... It's already deleted.
0,RT @JohnBishop100: Top tip of the day - if you want to be inconspicuous at an Elbow gig - don't wear a yellow jacket!! http://t.co/KQYiZmZb
1,"RT @JohnnieGoings: Money, clothes, hoes, and cars. #Merica"
0,"RT @JohnnyFootbalI: Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey http&#8230;"
0,RT @JoleenDoreen: I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.
0,"RT @JonHorstHoyer: ""Lester, the parasitic spider monkey, had 1 redeeming quality: he ran the boat, &amp; the boat attracted women."" 'ONLY IN #C&#8230;"
1,RT @JonahAir23: money over the best pussy
0,RT @JonyPrivat: #cheese #crackers #lacking http://t.co/ijDHKWdkoQ
1,RT @JorgeGones: when a bitch that once curved me now all up on my dick http://t.co/xEITPkALOb
0,"RT @JoshYohe_Trib: I wrote whole game story on how Orpik shut down Ovi two nights in a row. Many of you will mock this. But he was really, &#8230;"
1,"RT @JstKeepScrollin: Been trash ""@WeAre_XCI: The gay Chris bosh jokes are getting old now"""""
1,"RT @JstKeepScrollin: Me fixing my car :10,000
The fade this hoe gone catch : Pricless http://t.co/qMU2um1nC3"
0,RT @JuanNDaCut: When twitter rappers dm me their trash links http://t.co/yck16ZiNZZ
1,RT @Juanitaap_: Lorde 17 with a Grammy &amp; bitches 14 with a std &#128553;
0,RT @JudahWorldChamp: To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. #Wor&#8230;
1,"RT @Juicedballs: Not scared to pepper spray a bitch

*Hand gently resting on fanny pack*"
1,"RT @JulieSnark: I love asking really hot, skinny bitches when they're due."
1,"RT @Julio_isUrdaddy: She need a man, not no pussy boy."
1,"RT @JusTawana_: &#8220;@Gvmby: This bitch possessed by the thot demon. https://t.co/vHsbg4bjrg"" FUCKING DEAD &#128128;&#128128;&#128128;"
1,RT @Just2Savage: This height shit aint cute at all. Yall some dumb hoes going out in public looking like Jack and the bean stalk. &#128514; http://&#8230;
1,RT @JustAn0th3r: It ain't nuttin to cut that bitch off.
1,"RT @JustDreaa: I don't splurge around no hoe no I don't shine in front of no bitch cus after she get off my dick I be like ""Find the front &#8230;"
0,RT @JustReIatabIe: when you die on flappy bird &#128514; http://t.co/Pu7uqxJFMc
1,RT @Just_this_time: If you think I've been an opinionated bitch lately just be glad I've stayed quiet on 3 of the topics swirling around he&#8230;
0,RT @K1mb0Slyc3: Me too! &#8220;@WhatsAshirt: Defiantly going to see that new planet of the apes tonight&#8221;
1,RT @KENYA_letmeKNOW: dont no nigga want a broke bitch &#128544;&#128079;&#128514;&#9996;
0,"RT @KHOU: Charlie Strong took the longhorn logos off his players' helmets: They have to earn it back.

&#160;&#160;&#160;&#160;&#160;&#160; http://t.co/HvNUJT6Ss2 #Sport&#8230;"
0,"RT @KILLQuana: Hun, wrong social networking site RT&#8220;@Schwaggy_Chulo: 666 - LMS for a good morning post, and something extra (maybe)&#8221;"
1,RT @KINGTUNCHI_: Fucking with a bad bitch you gone need some money lil homie!
1,RT @KINGTUNCHI_: Same bitches that diss me gone still be here to eat my Dick when they see that check
0,"RT @KMOquality: Scholen waar directie leerkrachten pest, kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn?&#8230;"
0,"RT @KNegandhiESPN: That Peppers slant was a genius/crazy call. Genius if he catches it. Crazy if he drops it, then blow a TO, then get sack&#8230;"
0,"RT @KYHoopsBuzz: Latest DraftExpress mock draft has Randle #3, Cauley-Stein #9, Young #14, Poythress #37. Harrison twins &amp; Dakari Johnson a&#8230;"
1,RT @KanyeFaaces: when you let go of all your hoes for one girl but she end up bein a hoe too http://t.co/kn1yKRw4J4
0,RT @Kap12284: Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;
0,"RT @KapreceSun: where my 2 favorite jiggers at? @S_hawn24, @Satisfied_x ? &#128514;&#128514;&#128514; https://t.co/unNm233mFQ"
0,RT @KarenRFM: No-TV-During-the-Week #parenting rule has thrown quite a monkey wrench into #RooseveltsPBS viewing schedule. #DVRtime @wcve #&#8230;
0,"RT @KarinaCasallas: LMFAO OH NAH SHE KEEP IT THREE HUNNA""@catoxx3: @DJZeeti twitpic a selfie if u a ho http://t.co/j4RuNFZrtX"""
0,RT @KarlenaSkiff: Could never date someone with yellow teeth&#128567;
0,RT @KathrynBruscoBk: Think #windturbines are bad for birds? Compare: http://t.co/FpOSfLdOXW via @BloombergNews http://t.co/Eh6I7dOjUz via &#8230;
0,"RT @KatiePavlich: Charlie Crist doesn't have any more political parties to join, but he could become a spokesman for a fan company."
0,"RT @KatiePavlich: Now go take out the trash &#8220;@sdoocy: . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies http://t.&#8230;"
1,"RT @KayciMalynn: @__0utcast___ hey cunt, I miss you too &#128532;"
1,RT @KeOs_GunnPlay: U can kill carl but not my nigga glenn whos gonna take care of my hoe maggie
0,RT @KeithOlbermann: @MarkDBrown0824 you mean like the Yankees did this year when they prioritized a farewell tour over a playoff run?
1,"RT @KejonASavage: ""@_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;"" some niggas got fuckd up by the bouncers when i w&#8230;"
1,RT @Kelllllllllvin: This bitch ugly in person
0,RT @KelsieBelsi: @Vntxnius lmao it will have a slope of -2x+1
0,"RT @KenDavidoff: The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees http://t.c&#8230;"
1,"RT @KermitIsASnitch: You always say we dont love these hoes, yet yo girl a hoe... http://t.co/EuoOl79WDQ"
0,RT @Ketamine_Stalin: IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;
1,RT @KevinTheGee: &#8220;@ButteryAssRobb: &#8220;@KevinTheGee: okay now I'm going to Krispy Kreme for real&#8221;fat bitch&#8221;@TropicalBlanket this nigga trying &#8230;
0,RT @Kevineffinskaff: My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2% ...
1,RT @KeyshBeChillin So yams are ass or pussy?
1,RT @KeyshawnSwag: Where my bitches from the itty bitty titty committe!!!????
0,RT @KianteDevuan_: Beautiful smiles and colored eyes&#128525;
0,RT @Kiaranicole_x: @_JoAries @Kash_WingateLFC @chanchan_ox babes we buy brazilian and Peruvian not Bengali
0,RT @Kick_Man: Giants- Pitiful .. Jets-Pitiful .. Mets- Pitiful .. Yankees-Pitiful .. Nets- Pitiful .. Knicks-Pitiful ... Ny sports- Pitiful
0,RT @Kicks_AndTits23: Lewis so trash lmao
1,RT @Kid_Flexin: @WeDont_SmokeREG lol thats grwn man shit...nd bitches b loven it &#128514;&#128527;
1,RT @KiiingJaay_: I'm about my commas bitch period
1,"RT @KillAllSimps: Bitches see a picture of a couple walking on the stairs together and caption it ""Goals &#128525;&#128588;"", bitch all they doing is going&#8230;"
1,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;"
1,RT @Killa_Rilluh: Instagram always be acting like a bitch bruh
1,"RT @KingCedd_: Hit the bitch nd forget the bitch, but i left my kids on her fuckin face"
0,RT @KingCuh: ouuua ita siana. alu polosi ho nifo NAMU TA'E.
0,RT @KingDrayn: @rosebeforehoes2 don't forget we gotta take out trash and need milk...and spermicidal lube
1,RT @KingElJay: Scorpio aka hoe season right around the corner.
1,"RT @KingHorseDick: Lol RT @youngtravo Nigga like ""damn why would this bitch do this ? "" I helped your family move and the dryer almost fell&#8230;"
0,RT @KingKwama: Female IG Models in person be so trash &#128546;
1,"RT @KingMiller_: The top comeback for when you call a nigga ugly. 

1. ""I still pull more hoes than you."""
1,"RT @KingRyin: RIP Robin Williams, I'm gonna fuck the baddest bitch tonight for you bruh"
1,"RT @KingTeej_: Thats when you say ""this bitch aint got no job"" #mlrt"
0,RT @King_Gerry_R: Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;
1,"RT @KinkyGoose: Eat mangos, get bitches.

To be honest, I don't do either of these.&#128514;"
1,RT @KlTTYGIRL: im shitty but i promise u im better than that bitch
1,RT @Knae__: .I'm a &#128170; lil bitch
0,RT @KnickRumors: Mets superstar pitcher @MattHarvey33 is at the Yankees game wearing a Knicks hat #KnicksTape http://t.co/g5fqGTE2s0
1,RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.
1,RT @KoolQueef: I gave up calling my wife a nigger during sex for lent.
0,RT @Krislisisms: Hot 97 trash.
0,RT @Krislisisms: Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.
0,RT @Kstar__: Told you RT @Astronaut_Tone: Artprize is more than trash
1,RT @Kstar__: Ya beats trash nigga RT @ChiefKeef: #SosaOnTheBeat fuck who don't like!
1,RT @Kush_Dace: S/O to them side hos that know they the side hos we need more of ya!
0,RT @KxRxSxB: Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone
0,"RT @KySportsRadio: For years two fan bases (UNC and Indiana) have said they do things ""the right way"" while UK and others are rogues. My ho&#8230;"
0,"RT @KyleKallgren: You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight"
0,RT @Kyle_Lippert: If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus&#8230;
1,RT @L1LDebbie: And I'm that bitch who doesn't forget.
0,RT @L3tsVibe: Keys open doors when them keys is albino
1,RT @LEX_gedddit: Just got 11 in flappy bird holy shit
1,RT @LHT_519: lmao that bitch saw the camera &amp; looked up at the big screen n then realized&#128128;&#128128; https://t.co/OoJQAbWFwJ
